Title,URL,Creator,Journal,Year,Citations,processed_text,SDG_Category
THE DEVELOPMENT OF SELF-STUDY ASSISTANCE MODEL IN PROFESSIONAL TEACHER EDUCATION STUDY PROGRAM FACULTY OF TEACHER TRAINING AND EDUCATION UNIVERSITY OF LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'THE DEVELOPMENT OF SELF-STUDY ASSISTANCE MODEL IN PROFESSIONAL TEACHER EDUCATION STUDY PROGRAM FACULTY OF TEACHER TRAINING AND EDUCATION UNIVERSITY OF LAMPUNG',Tidak ditemukan,"International Symposium on Open, Distance, and E-Learning, 101-106, 2021",2021,0,the development of selfstudy assistance model in professional teacher education study program faculty of teacher training and education university of lampung,Pendidikan Berkualitas
"Pompa Air Tenaga Surya untuk Irigasi Persawahan bagi Masyarakat Desa Karang Rejo, Pesawaran, Lampung","https://scholar.google.com/scholar?q=+intitle:'Pompa Air Tenaga Surya untuk Irigasi Persawahan bagi Masyarakat Desa Karang Rejo, Pesawaran, Lampung'",Tidak ditemukan,"Wikrama Parahita: Jurnal Pengabdian Masyarakat 5 (1), 22-26, 2021",2021,25,pompa air tenaga surya irigasi persawahan bagi masyarakat desa karang rejo pesawaran lampung,Air Bersih dan Sanitasi Layak
Analisis Harmonisa pada Sistem AC Microgrid Terhubung ke Grid,https://scholar.google.com/scholar?q=+intitle:'Analisis Harmonisa pada Sistem AC Microgrid Terhubung ke Grid',Tidak ditemukan,"Electrician: Jurnal Rekayasa dan Teknologi Elektro 15 (2), 153-159, 2021",2021,2,analisis harmonisa sistem ac microgrid terhubung grid,Energi Bersih dan Terjangkau
Pelatihan Program Bantu Simulasi Bidang Elektronika Bagi Siswa Sma Negeri 9 Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Pelatihan Program Bantu Simulasi Bidang Elektronika Bagi Siswa Sma Negeri 9 Bandar Lampung',Tidak ditemukan,,2021,3,pelatihan program bantu simulasi bidang elektronika bagi siswa sma negeri 9 bandar lampung,Pendidikan Berkualitas
A study on the use of powder zeolite as backfill material for single rod grounding system,https://scholar.google.com/scholar?q=+intitle:'A study on the use of powder zeolite as backfill material for single rod grounding system',Tidak ditemukan,"IOP Conference Series: Materials Science and Engineering 1125 (1), 012075, 2021",2021,1,a study on the use of powder zeolite as backfill material for single rod grounding system,"Industri, Inovasi dan Infrastruktur"
Partial discharge type detection and identification based on its sources,https://scholar.google.com/scholar?q=+intitle:'Partial discharge type detection and identification based on its sources',Tidak ditemukan,"IOP Conference Series: Materials Science and Engineering 1173 (1), 012022, 2021",2021,3,partial discharge type detection and identification based on its sources,Energi Bersih dan Terjangkau
Analysis of Chemical-Physical Properties and Breakdown Voltage of Rubber Seed Oil,https://scholar.google.com/scholar?q=+intitle:'Analysis of Chemical-Physical Properties and Breakdown Voltage of Rubber Seed Oil',Tidak ditemukan,"2021 International Conference on Converging Technology in Electrical and …, 2021",2021,3,analysis of chemicalphysical properties and breakdown voltage of rubber seed oil,Energi Bersih dan Terjangkau
Water treatment using plasma generated by high voltage Tesla transformer to eliminate Escherichia Coli bacteria,https://scholar.google.com/scholar?q=+intitle:'Water treatment using plasma generated by high voltage Tesla transformer to eliminate Escherichia Coli bacteria',Tidak ditemukan,"2021 International Conference on Converging Technology in Electrical and …, 2021",2021,3,water treatment using plasma generated by high voltage tesla transformer to eliminate escherichia coli bacteria,Air Bersih dan Sanitasi Layak
Pendeteksian dan Identifikasi Jenis Partial Discharge dengan Metode Analisa Pola Phase Resolved Partial Discharge (PRPD),https://scholar.google.com/scholar?q=+intitle:'Pendeteksian dan Identifikasi Jenis Partial Discharge dengan Metode Analisa Pola Phase Resolved Partial Discharge (PRPD)',Tidak ditemukan,"JIPTEK: Jurnal Ilmiah Pendidikan Teknik dan Kejuruan 17 (2), 130-144, 2021",2021,0,pendeteksian identifikasi jenis partial discharge metode analisa pola phase resolved partial discharge prpd,Air Bersih dan Sanitasi Layak
Fostering entrepreneurial ecosystem within rural enterpreneurship,https://scholar.google.com/scholar?q=+intitle:'Fostering entrepreneurial ecosystem within rural enterpreneurship',Tidak ditemukan,"International journal of Entrepreneurship 25 (3), 1-10, 2021",2021,8,fostering entrepreneurial ecosystem within rural enterpreneurship,"Industri, Inovasi dan Infrastruktur"
National health insurance: Realizing a better public service and guaranteeing the citizens' constitutional rights,https://scholar.google.com/scholar?q=+intitle:'National health insurance: Realizing a better public service and guaranteeing the citizens' constitutional rights',Tidak ditemukan,"I-Coffees 2019: Proceedings of the 2nd International Conference on …, 2021",2021,3,national health insurance realizing a better public service and guaranteeing the citizens constitutional rights,Kesehatan dan Kesejahteraan
Does International Criminal Court have Jurisdiction over the Destruction of Cultural Property by the Islamic State of Irac and Syria?,https://scholar.google.com/scholar?q=+intitle:'Does International Criminal Court have Jurisdiction over the Destruction of Cultural Property by the Islamic State of Irac and Syria?',Tidak ditemukan,"Jurnal Magister Hukum Udayana (Udayana Master Law Journal) 10 (2), 200-212, 2021",2021,0,does international criminal court have jurisdiction over the destruction of cultural property by the islamic state of irac and syria,"Perdamaian, Keadilan dan Kelembagaan"
Youth cyber-ethic: Indonesian policy framework and sociological approach,https://scholar.google.com/scholar?q=+intitle:'Youth cyber-ethic: Indonesian policy framework and sociological approach',Tidak ditemukan,"Utopía y Praxis Latinoamericana 26 (3), 47-59, 2021",2021,2,youth cyberethic indonesian policy framework and sociological approach,Pendidikan Berkualitas
Unimplemented of Audit Board Recommendation: Legal Review and Asset Recovery,https://scholar.google.com/scholar?q=+intitle:'Unimplemented of Audit Board Recommendation: Legal Review and Asset Recovery',Tidak ditemukan,"Jurnal Dinamika Hukum 20 (1), 136-152, 2021",2021,0,unimplemented of audit board recommendation legal review and asset recovery,Konsumsi dan Produksi Bertanggung Jawab
Edukasi Pendaftaran Merek Kepada Perangkat Desa Dan Pelaku Umkm Menuju Pemulihan Ekonomi Pasca Covid-19 Di Desa Sawojajar Kabupaten Lampung Utara,https://scholar.google.com/scholar?q=+intitle:'Edukasi Pendaftaran Merek Kepada Perangkat Desa Dan Pelaku Umkm Menuju Pemulihan Ekonomi Pasca Covid-19 Di Desa Sawojajar Kabupaten Lampung Utara',Tidak ditemukan,"Journal of Social Sciences and Technology for Community Service (JSSTCS) 2 …, 2021",2021,3,edukasi pendaftaran merek kepada perangkat desa pelaku umkm menuju pemulihan ekonomi pasca covid19 desa sawojajar kabupaten lampung utara,Pendidikan Berkualitas
"EFFECT OF LONG-TERM CASSAVA CULTIVATION ON THE MORPHOLOGY AND PROPERTIES OF SOILS IN LAMPUNG, SOUTHERN SUMATRA, INDONESIA","https://scholar.google.com/scholar?q=+intitle:'EFFECT OF LONG-TERM CASSAVA CULTIVATION ON THE MORPHOLOGY AND PROPERTIES OF SOILS IN LAMPUNG, SOUTHERN SUMATRA, INDONESIA'",Tidak ditemukan,"International Journal of GEOMATE 20 (79), 168-176, 2021",2021,1,effect of longterm cassava cultivation on the morphology and properties of soils in lampung southern sumatra indonesia,Ekosistem Darat
"Diseminasi Pembuatan Pupuk Organik Cair dari Akar Bambu di Desa Srigading, Lampung Timur","https://scholar.google.com/scholar?q=+intitle:'Diseminasi Pembuatan Pupuk Organik Cair dari Akar Bambu di Desa Srigading, Lampung Timur'",Tidak ditemukan,"AgriHealth: Journal of Agri-food, Nutrition and Public Health 2 (2), 114-122, 2021",2021,1,diseminasi pembuatan pupuk organik cair akar bambu desa srigading lampung timur,Air Bersih dan Sanitasi Layak
博士 (農学) 乙第 159 号,https://scholar.google.com/scholar?q=+intitle:'博士 (農学) 乙第 159 号',Tidak ditemukan,,2021,0,博士 農学 乙第 159 号,Ekosistem Darat
"Effect of Long-term Management and Volcano Eruption on the Morphology and Properties of Red Soils in Lampung, Southern Sumatra, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Effect of Long-term Management and Volcano Eruption on the Morphology and Properties of Red Soils in Lampung, Southern Sumatra, Indonesia'",Tidak ditemukan,"岐阜大学 (Gifu University), 2021",2021,0,effect of longterm management and volcano eruption on the morphology and properties of red soils in lampung southern sumatra indonesia,Penanganan Perubahan Iklim
Analysis of Total Carbohydrate and Chlorophyll Content of The Orchid Plantlet [Phalaenopsis amabilis (L.) Bl.] Resistant Fusarium Wilt Disease,https://scholar.google.com/scholar?q=+intitle:'Analysis of Total Carbohydrate and Chlorophyll Content of The Orchid Plantlet [Phalaenopsis amabilis (L.) Bl.] Resistant Fusarium Wilt Disease',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012061, 2021",2021,7,analysis of total carbohydrate and chlorophyll content of the orchid plantlet phalaenopsis amabilis l bl resistant fusarium wilt disease,Ekosistem Darat
Analysis of the reducing sugar of cassava (Manihot esculenta Crantz.) mutant plantlets resistant to Fusarium wilt,https://scholar.google.com/scholar?q=+intitle:'Analysis of the reducing sugar of cassava (<i>Manihot esculenta</i> Crantz.) mutant plantlets resistant to Fusarium wilt',Tidak ditemukan,"AIP Conference Proceedings 2331 (1), 050010",2021,0,analysis of the reducing sugar of cassava manihot esculenta crantz mutant plantlets resistant to fusarium wilt,Ekosistem Darat
Analysis of the protein profile of cassava plantlets (Manihot esculenta Crantz.) resistance to Fusarium wilt disease,https://scholar.google.com/scholar?q=+intitle:'Analysis of the protein profile of cassava plantlets (Manihot esculenta Crantz.) resistance to Fusarium wilt disease',Tidak ditemukan,"OnLine Journal of Biological Sciences 21 (2), 327-333, 2021",2021,5,analysis of the protein profile of cassava plantlets manihot esculenta crantz resistance to fusarium wilt disease,Ekosistem Darat
Oxidative fusion and alkaline leaching for manganese extraction from low grade silicate ore,https://scholar.google.com/scholar?q=+intitle:'Oxidative fusion and alkaline leaching for manganese extraction from low grade silicate ore',Tidak ditemukan,"AIP Conference Proceedings 2382 (1), 2021",2021,4,oxidative fusion and alkaline leaching for manganese extraction from low grade silicate ore,"Industri, Inovasi dan Infrastruktur"
Similarity Index of Analysis of Mercury in Skin Lightening Cream by Microwave Plasma Atomic Emission Spectroscopy (MP-AES),https://scholar.google.com/scholar?q=+intitle:'Similarity Index of Analysis of Mercury in Skin Lightening Cream by Microwave Plasma Atomic Emission Spectroscopy (MP-AES)',Tidak ditemukan,"MDPI Multidisciplinary Digital Publishing, Switzerland, 2021",2021,0,similarity index of analysis of mercury in skin lightening cream by microwave plasma atomic emission spectroscopy mpaes,Energi Bersih dan Terjangkau
Similarity Index of Analysis of Total Carbohydrate and Chlorophyll Content of The Orchid Plantlet [Phalaenopsis amabilis (L.) Bl.] Resistant Fusarium Wilt Disease,https://scholar.google.com/scholar?q=+intitle:'Similarity Index of Analysis of Total Carbohydrate and Chlorophyll Content of The Orchid Plantlet [Phalaenopsis amabilis (L.) Bl.] Resistant Fusarium Wilt Disease',Tidak ditemukan,"IOP Publishing, 2021",2021,0,similarity index of analysis of total carbohydrate and chlorophyll content of the orchid plantlet phalaenopsis amabilis l bl resistant fusarium wilt disease,Ekosistem Darat
Similarity Index of Analysis of The Reducing Sugar of Cassava (Manihot esculenta Crantz) Mutant Plantlets Resistant to Fusarium Wilt,https://scholar.google.com/scholar?q=+intitle:'Similarity Index of Analysis of The Reducing Sugar of Cassava (Manihot esculenta Crantz) Mutant Plantlets Resistant to Fusarium Wilt',Tidak ditemukan,"AIP Publishing LLC, 2021",2021,0,similarity index of analysis of the reducing sugar of cassava manihot esculenta crantz mutant plantlets resistant to fusarium wilt,Ekosistem Darat
Similarity Index of Oxidative Fusion and Alkaline Leaching for Manganese Extraction From Low Grade Silicate Ore,https://scholar.google.com/scholar?q=+intitle:'Similarity Index of Oxidative Fusion and Alkaline Leaching for Manganese Extraction From Low Grade Silicate Ore',Tidak ditemukan,"AIP Publishing LLC, 2021",2021,0,similarity index of oxidative fusion and alkaline leaching for manganese extraction from low grade silicate ore,"Industri, Inovasi dan Infrastruktur"
Similarity Index of In Vitro Antimicrobial Activity Study of Some Organotin (IV) Chlorobenzoates against Staphylococcus aureus and Escherichia coli,https://scholar.google.com/scholar?q=+intitle:'Similarity Index of In Vitro Antimicrobial Activity Study of Some Organotin (IV) Chlorobenzoates against Staphylococcus aureus and Escherichia coli',Tidak ditemukan,"Society of Pharmaceutical Education & Research, India, 2021",2021,0,similarity index of in vitro antimicrobial activity study of some organotin iv chlorobenzoates against staphylococcus aureus and escherichia coli,Ekosistem Laut
similarity Index of Synthesis and comparative study on the antibacterial activity organotin (IV) 3-hydroxybenzoate compounds,https://scholar.google.com/scholar?q=+intitle:'similarity Index of Synthesis and comparative study on the antibacterial activity organotin (IV) 3-hydroxybenzoate compounds',Tidak ditemukan,"Walter de Gruyter GmbH, USA, 2021",2021,0,similarity index of synthesis and comparative study on the antibacterial activity organotin iv 3hydroxybenzoate compounds,Ekosistem Laut
"Isolation, Characterization, Modification of Artocarpin Similarity Index of Analysis of Total Carbohydrate and Chlorophyll Content of The Orchid Plantlet [Phalaenopsis amabilis …","https://scholar.google.com/scholar?q=+intitle:'Isolation, Characterization, Modification of Artocarpin Similarity Index of Analysis of Total Carbohydrate and Chlorophyll Content of The Orchid Plantlet [Phalaenopsis amabilis …'",Tidak ditemukan,IOP Publishing,2021,0,isolation characterization modification of artocarpin similarity index of analysis of total carbohydrate and chlorophyll content of the orchid plantlet phalaenopsis amabilis,Ekosistem Darat
Similarity Index of Analysis of the Protein Profile of Cassava Plantlets (Manihot esculenta Crantz.) Resistance to Fusarium Wilt Disease,https://scholar.google.com/scholar?q=+intitle:'Similarity Index of Analysis of the Protein Profile of Cassava Plantlets (Manihot esculenta Crantz.) Resistance to Fusarium Wilt Disease',Tidak ditemukan,"Science Publications, 2021",2021,0,similarity index of analysis of the protein profile of cassava plantlets manihot esculenta crantz resistance to fusarium wilt disease,Ekosistem Darat
IN VITRO SELECTION AND ANALYSIS OF TOTAL PHENOL CONTENT OF MOON ORCHID [Phalaenopsis amabilis (L.) Bl.] RESULTS OF INDUCED RESISTANCE TO FUSARIC ACID,https://scholar.google.com/scholar?q=+intitle:'IN VITRO SELECTION AND ANALYSIS OF TOTAL PHENOL CONTENT OF MOON ORCHID [Phalaenopsis amabilis (L.) Bl.] RESULTS OF INDUCED RESISTANCE TO FUSARIC ACID',Tidak ditemukan,,2021,0,in vitro selection and analysis of total phenol content of moon orchid phalaenopsis amabilis l bl results of induced resistance to fusaric acid,Ekosistem Darat
BUKTI CORRESPONDING AUTHOR-PROCEEDING. IOP. SCOPUS-Judul Artikel: Analysis of Total Carbohydrate and Chlorophyll Content of The Orchid Plantlet [Phalaenopsis amabilis (L.) Bl …,https://scholar.google.com/scholar?q=+intitle:'BUKTI CORRESPONDING AUTHOR-PROCEEDING. IOP. SCOPUS-Judul Artikel: Analysis of Total Carbohydrate and Chlorophyll Content of The Orchid Plantlet [Phalaenopsis amabilis (L.) Bl …',Tidak ditemukan,"IOP Publishing Ltd., 2021",2021,0,bukti corresponding authorproceeding iop scopusjudul artikel analysis of total carbohydrate and chlorophyll content of the orchid plantlet phalaenopsis amabilis l bl,Ekosistem Darat
BUKTI CORRESPONDING AUTHOR-Jurnal International Scopus-Judul Artikel: Analysis of the Protein Profile of Cassava Plantlets (Manihot esculenta Crantz.) Resistance to Fusarium …,https://scholar.google.com/scholar?q=+intitle:'BUKTI CORRESPONDING AUTHOR-Jurnal International Scopus-Judul Artikel: Analysis of the Protein Profile of Cassava Plantlets (Manihot esculenta Crantz.) Resistance to Fusarium …',Tidak ditemukan,"Science Publications, 2021",2021,0,bukti corresponding authorjurnal international scopusjudul artikel analysis of the protein profile of cassava plantlets manihot esculenta crantz resistance to fusarium,Ekosistem Darat
BUKTI CORRESPONDING AUTHOR AIP. CONF. PROCEEDINGS. INTERNATIONAL-Judul Artikel: Analysis of The Reducing Sugar of Cassava (Manihot esculenta Crantz.) Mutant Plantlets Resistant …,https://scholar.google.com/scholar?q=+intitle:'BUKTI CORRESPONDING AUTHOR AIP. CONF. PROCEEDINGS. INTERNATIONAL-Judul Artikel: Analysis of The Reducing Sugar of Cassava (Manihot esculenta Crantz.) Mutant Plantlets Resistant …',Tidak ditemukan,"AIP Publishing, 2021",2021,0,bukti corresponding author aip conf proceedings internationaljudul artikel analysis of the reducing sugar of cassava manihot esculenta crantz mutant plantlets resistant,Ekosistem Darat
Gambaran Kepercayaan Guru Dalam Literasi Anak Usia Dini,https://scholar.google.com/scholar?q=+intitle:'Gambaran Kepercayaan Guru Dalam Literasi Anak Usia Dini',Tidak ditemukan,"Jurnal Pendidikan Anak 7 (1), 1-8, 2021",2021,6,gambaran kepercayaan guru literasi anak usia dini,Pendidikan Berkualitas
ETNOPEDAGOGI: PERSEPSI DAN IMPLEMENTASINYA DI SEKOLAH DASAR,https://scholar.google.com/scholar?q=+intitle:'ETNOPEDAGOGI: PERSEPSI DAN IMPLEMENTASINYA DI SEKOLAH DASAR',Tidak ditemukan,"P2M STKIP Siliwangi 8 (2), 136-141, 2021",2021,6,etnopedagogi persepsi implementasinya sekolah dasar,Pendidikan Berkualitas
Persepsi Orang Tua tentang Keterlibatan dalam Pendidikan Seks pada Anak Usia Dini,https://scholar.google.com/scholar?q=+intitle:'Persepsi Orang Tua tentang Keterlibatan dalam Pendidikan Seks pada Anak Usia Dini',Tidak ditemukan,"Jurnal Pendidikan Anak Usia Dini, 2021",2021,0,persepsi orang tua tentang keterlibatan pendidikan seks anak usia dini,Pendidikan Berkualitas
LMS VCLASS Unila: Solusi untuk Meningkatkan Kemandirian Belajar dalam Pembelajaran Daring di Masa Pandemi,https://scholar.google.com/scholar?q=+intitle:'LMS VCLASS Unila: Solusi untuk Meningkatkan Kemandirian Belajar dalam Pembelajaran Daring di Masa Pandemi',Tidak ditemukan,,2021,0,lms vclass unila solusi meningkatkan kemandirian belajar pembelajaran daring masa pandemi,Pendidikan Berkualitas
Pemberdayaan Kemandirian Pangan Berbasis Urban Farming di Kawasan Padat Penduduk Kota Surakarta Jawa Tengah,https://scholar.google.com/scholar?q=+intitle:'Pemberdayaan Kemandirian Pangan Berbasis Urban Farming di Kawasan Padat Penduduk Kota Surakarta Jawa Tengah',Tidak ditemukan,"PengabdianMu: Jurnal Ilmiah Pengabdian Kepada Masyarakat 6 (2), 184-189, 2021",2021,0,pemberdayaan kemandirian pangan berbasis urban farming kawasan padat penduduk kota surakarta jawa tengah,Kota dan Permukiman Berkelanjutan
"Pengaruh Kinerja Lingkungan, Kinerja Keuangan, Firm Size, dan Firm Value Terhadap Environmental Information Disclosure","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Kinerja Lingkungan, Kinerja Keuangan, Firm Size, dan Firm Value Terhadap Environmental Information Disclosure'",Tidak ditemukan,"Diponegoro Journal of Accounting 10 (1), 2021",2021,1,pengaruh kinerja lingkungan kinerja keuangan firm size firm value terhadap environmental information disclosure,Kota dan Permukiman Berkelanjutan
Patologi Pembangunan Etika Politik Pascareformasi dalam Perspektif Poststrukturalis-hipersemiotik,https://scholar.google.com/scholar?q=+intitle:'Patologi Pembangunan Etika Politik Pascareformasi dalam Perspektif Poststrukturalis-hipersemiotik',Tidak ditemukan,"Journal of Urban Sociology 3 (1), 67-82, 2021",2021,4,patologi pembangunan etika politik pascareformasi perspektif poststrukturalishipersemiotik,"Perdamaian, Keadilan dan Kelembagaan"
"Measuring the Governance of Collaborative Practices for Stunting Management in Lampung, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Measuring the Governance of Collaborative Practices for Stunting Management in Lampung, Indonesia'",Tidak ditemukan,"3rd Annual International Conference on Public and Business Administration …, 2021",2021,0,measuring the governance of collaborative practices for stunting management in lampung indonesia,Konsumsi dan Produksi Bertanggung Jawab
GENPI’s Strategy in The Development Digital Tourism Destination in Lampung Province,https://scholar.google.com/scholar?q=+intitle:'GENPI’s Strategy in The Development Digital Tourism Destination in Lampung Province',Tidak ditemukan,"Sosiohumaniora 23 (2), 177-186, 2021",2021,9,genpis strategy in the development digital tourism destination in lampung province,Kota dan Permukiman Berkelanjutan
Pendidikan Dan Pelatihan Pengembangan Pariwisata Berkelanjutan Pasca Tsunami Bagi Kelompok Sadar Wisata Minang Rua Bahari Sebagai Kearifan Solusi Pengentasan Kemiskinan Dan …,https://scholar.google.com/scholar?q=+intitle:'Pendidikan Dan Pelatihan Pengembangan Pariwisata Berkelanjutan Pasca Tsunami Bagi Kelompok Sadar Wisata Minang Rua Bahari Sebagai Kearifan Solusi Pengentasan Kemiskinan Dan …',Tidak ditemukan,"Seandanan: Jurnal Pengabdian Pada Masyarakat 1 (2), 57-61, 2021",2021,7,pendidikan pelatihan pengembangan pariwisata berkelanjutan pasca tsunami bagi kelompok sadar wisata minang rua bahari kearifan solusi pengentasan kemiskinan,Kota dan Permukiman Berkelanjutan
ANALISIS DAMPAK PEMBANGUNAN JALAN TOL TRANS SUMATERA (JTTS) RUAS TERBANGGI BESAR-GUNUNG SUGIH TERHADAP USAHA RUMAH MAKAN DAN USAHA MIKRO KECIL MENENGAH (UMKM),https://scholar.google.com/scholar?q=+intitle:'ANALISIS DAMPAK PEMBANGUNAN JALAN TOL TRANS SUMATERA (JTTS) RUAS TERBANGGI BESAR-GUNUNG SUGIH TERHADAP USAHA RUMAH MAKAN DAN USAHA MIKRO KECIL MENENGAH (UMKM)',Tidak ditemukan,"Jurnal Wacana Publik 15 (02), 95-103, 2021",2021,0,analisis dampak pembangunan jalan tol trans sumatera jtts ruas terbanggi besargunung sugih terhadap usaha rumah makan usaha mikro kecil menengah umkm,Kota dan Permukiman Berkelanjutan
Pendidikan Dan Pelatihan Pengembangan Potensi Unggulan Pariwisata Kampoeng Kopi Bagi Kelompok Sadar Wisata Desa Rigis Jaya Kecamatan Air Hitam Kabupaten Lampung Barat,https://scholar.google.com/scholar?q=+intitle:'Pendidikan Dan Pelatihan Pengembangan Potensi Unggulan Pariwisata Kampoeng Kopi Bagi Kelompok Sadar Wisata Desa Rigis Jaya Kecamatan Air Hitam Kabupaten Lampung Barat',Tidak ditemukan,"LPPM UNILA, 2021",2021,1,pendidikan pelatihan pengembangan potensi unggulan pariwisata kampoeng kopi bagi kelompok sadar wisata desa rigis jaya kecamatan air hitam kabupaten lampung barat,Pendidikan Berkualitas
Tujuan kegiatan pengabdian kepada masyarakat ini adalah pengenalan dan pendampingan dari aspek manajerial (managerial skill) dan kemampuan teknis (techniccal skill) guna …,https://scholar.google.com/scholar?q=+intitle:'Tujuan kegiatan pengabdian kepada masyarakat ini adalah pengenalan dan pendampingan dari aspek manajerial (managerial skill) dan kemampuan teknis (techniccal skill) guna …',Tidak ditemukan,"fisip unila, 2021",2021,0,tujuan kegiatan pengabdian kepada masyarakat pengenalan pendampingan aspek manajerial managerial skill kemampuan teknis techniccal skill guna,Kemitraan untuk Mencapai Tujuan
Nilai Mutu Keripik Buah Hasil Penggorengan Vakum,https://scholar.google.com/scholar?q=+intitle:'Nilai Mutu Keripik Buah Hasil Penggorengan Vakum',Tidak ditemukan,"Jurnal Standardisasi 23, 2021",2021,3,nilai mutu keripik buah hasil penggorengan vakum,Energi Bersih dan Terjangkau
Digital content marketing strategy in increasing customer engagement in Covid-19 situation,https://scholar.google.com/scholar?q=+intitle:'Digital content marketing strategy in increasing customer engagement in Covid-19 situation',Tidak ditemukan,"International Journal of Pharmaceutical Research| Jan-Mar 2021| Vol 13 …, 2021",2021,47,digital content marketing strategy in increasing customer engagement in covid19 situation,Konsumsi dan Produksi Bertanggung Jawab
Consumer attitude toward using eco-friendly plastic bags: A green marketing approach,https://scholar.google.com/scholar?q=+intitle:'Consumer attitude toward using eco-friendly plastic bags: A green marketing approach',Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 739 (1), 012060, 2021",2021,8,consumer attitude toward using ecofriendly plastic bags a green marketing approach,Konsumsi dan Produksi Bertanggung Jawab
Pengembangan Kemasan Zero Plastic serta Label Sehat-Halal Produk Tahu dan Tempe,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Kemasan Zero Plastic serta Label Sehat-Halal Produk Tahu dan Tempe',Tidak ditemukan,"STABEK 4, 2021, 2021",2021,2,pengembangan kemasan zero plastic serta label sehathalal produk tahu tempe,Tanpa Kelaparan
Pengembangan Desa Wisata melalui Pelatihan dan Pembinaan,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Desa Wisata melalui Pelatihan dan Pembinaan',Tidak ditemukan,"Ymary: Jurnal Pengabdian kepada masyarakat 2 (2), 79-90, 2021",2021,7,pengembangan desa wisata melalui pelatihan pembinaan,Pendidikan Berkualitas
The effect of relationship quality on attitude mediated by word of mouth in the perspective of relationship marketing (a case study in the election of the member of the …,https://scholar.google.com/scholar?q=+intitle:'The effect of relationship quality on attitude mediated by word of mouth in the perspective of relationship marketing (a case study in the election of the member of the …',Tidak ditemukan,"Journal of Positive Psychology and Wellbeing 5 (4), 1077-1092, 2021",2021,7,the effect of relationship quality on attitude mediated by word of mouth in the perspective of relationship marketing a case study in the election of the member of the,Konsumsi dan Produksi Bertanggung Jawab
"Service Quality, Employee Ethics, Bank Customer Trust: The Role of Size Moderation and Bank Reputation in Indonesia.","https://scholar.google.com/scholar?q=+intitle:'Service Quality, Employee Ethics, Bank Customer Trust: The Role of Size Moderation and Bank Reputation in Indonesia.'",Tidak ditemukan,"International Journal of Pharmaceutical Research (09752366) 13 (2), 2021",2021,0,service quality employee ethics bank customer trust the role of size moderation and bank reputation in indonesia,Konsumsi dan Produksi Bertanggung Jawab
"Pengembangan desa wisata melalui pelatihan dan pembinaan. Yumary: Jurnal Pengabdian Kepada Masyarakat, 2 (2), 79–90","https://scholar.google.com/scholar?q=+intitle:'Pengembangan desa wisata melalui pelatihan dan pembinaan. Yumary: Jurnal Pengabdian Kepada Masyarakat, 2 (2), 79–90'",Tidak ditemukan,,2021,7,pengembangan desa wisata melalui pelatihan pembinaan yumary jurnal pengabdian kepada masyarakat 2 2 7990,Pendidikan Berkualitas
Pengembangan Desa Wisata melalui Pelatihan dan Pembinaan (Tourism Village Development through Training and Coaching),https://scholar.google.com/scholar?q=+intitle:'Pengembangan Desa Wisata melalui Pelatihan dan Pembinaan (Tourism Village Development through Training and Coaching)',Tidak ditemukan,,2021,1,pengembangan desa wisata melalui pelatihan pembinaan tourism village development through training and coaching,Pendidikan Berkualitas
Perceived price and organic food consumption behaviour,https://scholar.google.com/scholar?q=+intitle:'Perceived price and organic food consumption behaviour',Tidak ditemukan,"ICEBE 2020: Proceedings of the First International Conference of Economics …, 2021",2021,3,perceived price and organic food consumption behaviour,Konsumsi dan Produksi Bertanggung Jawab
Marketing Strategy of Trans Lampung Utama Ltd. after Raden Inten II Lampung Airport Becomes an International Airport,https://scholar.google.com/scholar?q=+intitle:'Marketing Strategy of Trans Lampung Utama Ltd. after Raden Inten II Lampung Airport Becomes an International Airport',Tidak ditemukan,"International Journal of Disaster Recovery and Business Continuity Vol. 12 …, 2021",2021,0,marketing strategy of trans lampung utama ltd after raden inten ii lampung airport becomes an international airport,"Industri, Inovasi dan Infrastruktur"
The impact of decision-making models and knowledge management practices on performance,https://scholar.google.com/scholar?q=+intitle:'The impact of decision-making models and knowledge management practices on performance',Tidak ditemukan,"Academy of Strategic Management Journal 20, 1-13, 2021",2021,64,the impact of decisionmaking models and knowledge management practices on performance,Konsumsi dan Produksi Bertanggung Jawab
Kinerja Pendamping Program Keluarga Harapan (PKH) Di Kota Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Kinerja Pendamping Program Keluarga Harapan (PKH) Di Kota Bandar Lampung',Tidak ditemukan,"JSHP: Jurnal Sosial Humaniora dan Pendidikan 5 (1), 19-25, 2021",2021,16,kinerja pendamping program keluarga harapan pkh kota bandar lampung,Kota dan Permukiman Berkelanjutan
