Title,URL,Creator,Journal,Year,Citations,processed_text,SDG_Category
Parenting Education for Early Childhood Social-Emotional Development,https://scholar.google.com/scholar?q=+intitle:'Parenting Education for Early Childhood Social-Emotional Development',Tidak ditemukan,"Journal of Childhood Development 2 (1), 64-70, 2022",2022,24,parenting education for early childhood socialemotional development,Pendidikan Berkualitas
"Effectiveness of self-help groups in the implementation of livelihood improvement programs and food security in Lampung, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Effectiveness of self-help groups in the implementation of livelihood improvement programs and food security in Lampung, Indonesia'",Tidak ditemukan,"Journal of Sustainability Science and Management 16 (4), 149-161, 2021",2021,2,effectiveness of selfhelp groups in the implementation of livelihood improvement programs and food security in lampung indonesia,Konsumsi dan Produksi Bertanggung Jawab
Dynamic Modeling Data Return by Using BEKK-GARCH (Study: PT. Indofarma Tbk (INAF) and PT. Kimia Farma Tbk (KAEF) from June 2015 to July 2020),https://scholar.google.com/scholar?q=+intitle:'Dynamic Modeling Data Return by Using BEKK-GARCH (Study: PT. Indofarma Tbk (INAF) and PT. Kimia Farma Tbk (KAEF) from June 2015 to July 2020)',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012014, 2021",2021,5,dynamic modeling data return by using bekkgarch study pt indofarma tbk inaf and pt kimia farma tbk kaef from june 2015 to july 2020,Penanganan Perubahan Iklim
Legal vacuum of broadcasting supervision on digital social media,https://scholar.google.com/scholar?q=+intitle:'Legal vacuum of broadcasting supervision on digital social media',Tidak ditemukan,"Routledge 1 (EMPOWERING CIVIL SOCIETY IN THE INDUSTRI), 7-12, 2021",2021,0,legal vacuum of broadcasting supervision on digital social media,Konsumsi dan Produksi Bertanggung Jawab
Penyuluhan dan Diskusi Penyakit Tuberkulosis serta Metode Pemantauan Minum Obat bagi Ibu Rumah Tangga di Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Penyuluhan dan Diskusi Penyakit Tuberkulosis serta Metode Pemantauan Minum Obat bagi Ibu Rumah Tangga di Bandar Lampung',Tidak ditemukan,"JPM (Jurnal Pengabdian Masyakat) Ruwa Jurai 7 (1), 56-59, 2022",2022,0,penyuluhan diskusi penyakit tuberkulosis serta metode pemantauan minum obat bagi ibu rumah tangga bandar lampung,Kesehatan dan Kesejahteraan
MODEL KUALITAS DAN KEPUASAN PELAYANAN RUMAH SAKIT DI KOTAMADYA BANDARLAMPUNG,https://scholar.google.com/scholar?q=+intitle:'MODEL KUALITAS DAN KEPUASAN PELAYANAN RUMAH SAKIT DI KOTAMADYA BANDARLAMPUNG',Tidak ditemukan,"Goodwood Publishing, 2022",2022,0,model kualitas kepuasan pelayanan rumah sakit kotamadya bandarlampung,Kesehatan dan Kesejahteraan
Penatalaksanaan Frontalis Sling pada Kasus Ptosis Kongenital Unilateral dengan Fungsi Levator Buruk,https://scholar.google.com/scholar?q=+intitle:'Penatalaksanaan Frontalis Sling pada Kasus Ptosis Kongenital Unilateral dengan Fungsi Levator Buruk',Tidak ditemukan,"Jurnal Sistem Kesehatan 6 (1), 2021",2021,0,penatalaksanaan frontalis sling kasus ptosis kongenital unilateral fungsi levator buruk,Berkurangnya Kesenjangan
Sri Hasnawati: SK Pembimbing dan Lembar pengesahan DISERTASI UJIAN DOKTOR WINDAN RIKA,https://scholar.google.com/scholar?q=+intitle:'Sri Hasnawati: SK Pembimbing dan Lembar pengesahan DISERTASI UJIAN DOKTOR WINDAN RIKA',Tidak ditemukan,"Faculty of Economics and Business The University of Lampung, 2022",2022,0,sri hasnawati sk pembimbing lembar pengesahan disertasi ujian doktor windan rika,Pendidikan Berkualitas
The Role of Islamic Boarding Schools and Character Building of Santri through Increasing Social Capital and Human Capital for Social Changes in the Community,https://scholar.google.com/scholar?q=+intitle:'The Role of Islamic Boarding Schools and Character Building of Santri through Increasing Social Capital and Human Capital for Social Changes in the Community',Tidak ditemukan,"International Journal of Progressive Sciences and Technologies (IJPSAT), 2021",2021,10,the role of islamic boarding schools and character building of santri through increasing social capital and human capital for social changes in the community,Pendidikan Berkualitas
The effectiveness of collaborative strategic reading (CSR) and cooperative-discussion-question (Coop-Dis-Q) in teaching reading comprehension,https://scholar.google.com/scholar?q=+intitle:'The effectiveness of collaborative strategic reading (CSR) and cooperative-discussion-question (Coop-Dis-Q) in teaching reading comprehension',Tidak ditemukan,"English Education Journal 11 (3), 325-333, 2021",2021,4,the effectiveness of collaborative strategic reading csr and cooperativediscussionquestion coopdisq in teaching reading comprehension,Pendidikan Berkualitas
Strategi Komunikasi Pemasaran Pada Kopi Ogut Kafe Dalam Menarik Minat Konsumen,https://scholar.google.com/scholar?q=+intitle:'Strategi Komunikasi Pemasaran Pada Kopi Ogut Kafe Dalam Menarik Minat Konsumen',Tidak ditemukan,"METAKOM: Jurnal Kalian Komunikasi 6 (2), 15-27, 2022",2022,2,strategi komunikasi pemasaran kopi ogut kafe menarik minat konsumen,Konsumsi dan Produksi Bertanggung Jawab
"Pengaruh Product, Promotion, Price dan Place Politik Partai Baru terhadap Preferensi Politik Generasi Milenial pada Pemilihan Legislatif Tahun 2019","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Product, Promotion, Price dan Place Politik Partai Baru terhadap Preferensi Politik Generasi Milenial pada Pemilihan Legislatif Tahun 2019'",Tidak ditemukan,"Journal of Government and Social Issues (JGSI) 1 (1), 33-52, 2021",2021,2,pengaruh product promotion price place politik partai baru terhadap preferensi politik generasi milenial pemilihan legislatif tahun 2019,Konsumsi dan Produksi Bertanggung Jawab
Dashboard Sustainable Development Goals (SDGs) Menggunakan Framework Laravel (Studi Kasus Kabupaten dan Kota Provinsi Lampung),https://scholar.google.com/scholar?q=+intitle:'Dashboard Sustainable Development Goals (SDGs) Menggunakan Framework Laravel (Studi Kasus Kabupaten dan Kota Provinsi Lampung)',Tidak ditemukan,"Jurnal Pepadun 2 (3), 311-318, 2021",2021,0,dashboard sustainable development goals sdgs menggunakan framework laravel studi kasus kabupaten kota provinsi lampung,Kota dan Permukiman Berkelanjutan
OPTIMALISASI KLASIFIKASI KOLEKSI MUSEUM KEKHATUAN SEMAKA SEBAGAI SUMBER BELAJAR,https://scholar.google.com/scholar?q=+intitle:'OPTIMALISASI KLASIFIKASI KOLEKSI MUSEUM KEKHATUAN SEMAKA SEBAGAI SUMBER BELAJAR',Tidak ditemukan,"Visipena 12 (2), 206-222, 2021",2021,0,optimalisasi klasifikasi koleksi museum kekhatuan semaka sumber belajar,Pendidikan Berkualitas
Uji aktivitas antifungi ekstrak etanol daun jambu bol (Syzygium malaccense L.) dalam sediaan sabun cair kewanitaan terhadap Candida albicans,https://scholar.google.com/scholar?q=+intitle:'Uji aktivitas antifungi ekstrak etanol daun jambu bol (Syzygium malaccense L.) dalam sediaan sabun cair kewanitaan terhadap Candida albicans',Tidak ditemukan,"JOURNAL OF Pharmacy and Tropical Issues 1 (2), 58-63, 2021",2021,2,uji aktivitas antifungi ekstrak etanol daun jambu bol syzygium malaccense l sediaan sabun cair kewanitaan terhadap candida albicans,Ekosistem Darat
Bukti Korespondensi paper berjudul Kinerja Modal Sosial dalam Kaitannya dengan Pendapatan Masyarakat Agroforestry: Studi di Desa Karang Rejo Kec Jati Agung Lampung Selatan,https://scholar.google.com/scholar?q=+intitle:'Bukti Korespondensi paper berjudul Kinerja Modal Sosial dalam Kaitannya dengan Pendapatan Masyarakat Agroforestry: Studi di Desa Karang Rejo Kec Jati Agung Lampung Selatan',Tidak ditemukan,"Fakultas Kehutanan Universitas Lambung Mangkurat, 2021",2021,0,bukti korespondensi paper berjudul kinerja modal sosial kaitannya pendapatan masyarakat agroforestry studi desa karang rejo kec jati agung lampung selatan,Pekerjaan Layak dan Pertumbuhan Ekonomi
Kajian Ketersediaan Dan Kebutuhan Air Baku Kabupaten Mesuji,https://scholar.google.com/scholar?q=+intitle:'Kajian Ketersediaan Dan Kebutuhan Air Baku Kabupaten Mesuji',Tidak ditemukan,"Jurnal Rekayasa Lampung (JRL) 1 (1), 2022",2022,3,kajian ketersediaan kebutuhan air baku kabupaten mesuji,Air Bersih dan Sanitasi Layak
Implementasi Pembelajaran Kewirausahaan Di Masa New Normal,https://scholar.google.com/scholar?q=+intitle:'Implementasi Pembelajaran Kewirausahaan Di Masa New Normal',Tidak ditemukan,"Wahana Dedikasi: Jurnal PkM Ilmu Kependidikan 4 (1), 63-67, 2021",2021,2,implementasi pembelajaran kewirausahaan masa new normal,Pendidikan Berkualitas
Masa Depan Konstitusionalisme Indonesia,https://scholar.google.com/scholar?q=+intitle:'Masa Depan Konstitusionalisme Indonesia',Tidak ditemukan,,2021,0,masa depan konstitusionalisme indonesia,"Perdamaian, Keadilan dan Kelembagaan"
Pengaruh Penerapan Model Pembelajaran SFAE Terhadap Hasil Belajar Geografi Di MAN 1 Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Penerapan Model Pembelajaran SFAE Terhadap Hasil Belajar Geografi Di MAN 1 Bandar Lampung',Tidak ditemukan,"Jurnal Penelitian Geografi (JPG) 9 (1), 32-37, 2021",2021,1,pengaruh penerapan model pembelajaran sfae terhadap hasil belajar geografi man 1 bandar lampung,Pendidikan Berkualitas
ZAKAT WITHIN THE FRAME OF THE UNITARY STATE REPUBLIC OF INDONESIA: ADAPTABILITY OF SHARIA VALUES AND CULTURES,https://scholar.google.com/scholar?q=+intitle:'ZAKAT WITHIN THE FRAME OF THE UNITARY STATE REPUBLIC OF INDONESIA: ADAPTABILITY OF SHARIA VALUES AND CULTURES',Tidak ditemukan,"Indonesian Journal of Islamic Literature and Muslim Society 6 (1), 2021",2021,0,zakat within the frame of the unitary state republic of indonesia adaptability of sharia values and cultures,Pendidikan Berkualitas
Pengembangan Alat Peraga Elektroliser Sederhana Sebagai Media Pembelajaran Hukum I Termodinamika,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Alat Peraga Elektroliser Sederhana Sebagai Media Pembelajaran Hukum I Termodinamika',Tidak ditemukan,"Jurnal Inovasi dan Pembelajaran Fisika 8 (1), 38-51, 2021",2021,5,pengembangan alat peraga elektroliser sederhana media pembelajaran hukum i termodinamika,Energi Bersih dan Terjangkau
Analisis Pendapatan Rumah Tangga Petani Dan Keberlanjutan Repong Damar Di Kecamatan Pesisir Tengah Kabupaten Pesisir Barat,https://scholar.google.com/scholar?q=+intitle:'Analisis Pendapatan Rumah Tangga Petani Dan Keberlanjutan Repong Damar Di Kecamatan Pesisir Tengah Kabupaten Pesisir Barat',Tidak ditemukan,"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science 9 (4), 654-660, 2021",2021,4,analisis pendapatan rumah tangga petani keberlanjutan repong damar kecamatan pesisir tengah kabupaten pesisir barat,Kota dan Permukiman Berkelanjutan
"Studi kasus pelaku bisnis rajungan (Portunus pelagicus, Linnaeus 1758) pada musim paceklik di Desa Muara Gading Mas, Lampung Timur","https://scholar.google.com/scholar?q=+intitle:'Studi kasus pelaku bisnis rajungan (Portunus pelagicus, Linnaeus 1758) pada musim paceklik di Desa Muara Gading Mas, Lampung Timur'",Tidak ditemukan,"MAIYAH 1 (4), 199-217, 2022",2022,0,studi kasus pelaku bisnis rajungan portunus pelagicus linnaeus 1758 musim paceklik desa muara gading mas lampung timur,Pendidikan Berkualitas
"Pengaruh penggunaan sari buah pepaya muda terhadap keempukan, ph, dan daya ikat air daging itik petelur afkir","https://scholar.google.com/scholar?q=+intitle:'Pengaruh penggunaan sari buah pepaya muda terhadap keempukan, ph, dan daya ikat air daging itik petelur afkir'",Tidak ditemukan,"Jurnal Riset dan Inovasi Peternakan (Journal Of Research And Innovation Of …, 2021",2021,11,pengaruh penggunaan sari buah pepaya muda terhadap keempukan ph daya ikat air daging itik petelur afkir,Air Bersih dan Sanitasi Layak
Pemberdayaan Masyarakat dalam Edukasi Kanker Serviks di Desa Karang Anyar Kecamatan Jati Agung Lampung Selatan,https://scholar.google.com/scholar?q=+intitle:'Pemberdayaan Masyarakat dalam Edukasi Kanker Serviks di Desa Karang Anyar Kecamatan Jati Agung Lampung Selatan',Tidak ditemukan,"JPM (Jurnal Pengabdian Masyakat) Ruwa Jurai 6 (1), 29-32, 2021",2021,2,pemberdayaan masyarakat edukasi kanker serviks desa karang anyar kecamatan jati agung lampung selatan,Pendidikan Berkualitas
"Fast, simultaneous and contactless assessment of intact mango fruit by means of near infrared spectroscopy","https://scholar.google.com/scholar?q=+intitle:'Fast, simultaneous and contactless assessment of intact mango fruit by means of near infrared spectroscopy'",Tidak ditemukan,"AIMS Agriculture and Food 6 (1), 172-184, 2021",2021,25,fast simultaneous and contactless assessment of intact mango fruit by means of near infrared spectroscopy,Ekosistem Darat
"Optimization of Electrode Material Composition from Activated Carbon, MWCNT & Graphene to Enhance Performance of Supercapacitor","https://scholar.google.com/scholar?q=+intitle:'Optimization of Electrode Material Composition from Activated Carbon, MWCNT & Graphene to Enhance Performance of Supercapacitor'",Tidak ditemukan,"Journal of Engineering and Technological Sciences 54 (5), 922 -935, 2022",2022,3,optimization of electrode material composition from activated carbon mwcnt graphene to enhance performance of supercapacitor,Energi Bersih dan Terjangkau
Identifikasi Isolat Streptomyces hygroscopicus INACC A497 sebagai Anti Malaria: Uji Pendahulu,https://scholar.google.com/scholar?q=+intitle:'Identifikasi Isolat Streptomyces hygroscopicus INACC A497 sebagai Anti Malaria: Uji Pendahulu',Tidak ditemukan,"Journal of Biology 8 (2), 115-122, 2021",2021,1,identifikasi isolat streptomyces hygroscopicus inacc a497 anti malaria uji pendahulu,Ekosistem Darat
"KAJIAN DAN EVALUASI NILAI-NILAI PANCASILA DALAM PERATURAN DAERAH KABUPATEN BONDOWOSO NOMOR 5 TAHUN 2020 TENTANG PENATAAN DAN PEMBINAAN PASAR RAKYAT, TOKO SWALAYAN DAN PUSAT …","https://scholar.google.com/scholar?q=+intitle:'KAJIAN DAN EVALUASI NILAI-NILAI PANCASILA DALAM PERATURAN DAERAH KABUPATEN BONDOWOSO NOMOR 5 TAHUN 2020 TENTANG PENATAAN DAN PEMBINAAN PASAR RAKYAT, TOKO SWALAYAN DAN PUSAT …'",Tidak ditemukan,"KAJIAN DAN EVALUASI NILAI-NILAI PANCASILA DALAM PERATURAN DAERAH KABUPATEN …, 2021",2021,0,kajian evaluasi nilainilai pancasila peraturan daerah kabupaten bondowoso nomor 5 tahun 2020 tentang penataan pembinaan pasar rakyat toko swalayan pusat,Konsumsi dan Produksi Bertanggung Jawab
"Keputusan Pembelian Produk Kecantikan Ditinjau Dari Label Halal, Beauty Vlogger, Dan Kualitas Produk","https://scholar.google.com/scholar?q=+intitle:'Keputusan Pembelian Produk Kecantikan Ditinjau Dari Label Halal, Beauty Vlogger, Dan Kualitas Produk'",Tidak ditemukan,"Jurnal Perspektif Bisnis 5, 73-79, 2022",2022,2,keputusan pembelian produk kecantikan ditinjau label halal beauty vlogger kualitas produk,Konsumsi dan Produksi Bertanggung Jawab
Beton Ringan Struktural Dengan Memanfaatkan Agregat Buatan Dari Tanah Liat,https://scholar.google.com/scholar?q=+intitle:'Beton Ringan Struktural Dengan Memanfaatkan Agregat Buatan Dari Tanah Liat',Tidak ditemukan,"Jurnal Rekayasa Sipil dan Desain 10 (4), 605-620, 2022",2022,2,beton ringan struktural memanfaatkan agregat buatan tanah liat,"Industri, Inovasi dan Infrastruktur"
Penilaian Rekan Sejawat: Green Products Image in the Perspective of Young Consumer,https://scholar.google.com/scholar?q=+intitle:'Penilaian Rekan Sejawat: Green Products Image in the Perspective of Young Consumer',Tidak ditemukan,"Atlantis Press, 2021",2021,0,penilaian rekan sejawat green products image in the perspective of young consumer,Konsumsi dan Produksi Bertanggung Jawab
Pelatihan Aplikasi Mathematica Untuk Pengajaran Matematika Berbasis STEM: Studi Kasus Materi Matematika SMA,https://scholar.google.com/scholar?q=+intitle:'Pelatihan Aplikasi Mathematica Untuk Pengajaran Matematika Berbasis STEM: Studi Kasus Materi Matematika SMA',Tidak ditemukan,"Jurnal Pengabdian Kepada Masyarakat (JPKM) TABIKPUN 2 (3), 271-282, 2021",2021,2,pelatihan aplikasi mathematica pengajaran matematika berbasis stem studi kasus materi matematika sma,Pendidikan Berkualitas
Penyusutan Berat Tubuh Broiler pada Kepadatan Keranjang yang Berbeda Selama Pengangkutan dari Kabupaten Mesuji ke Kabupaten Lampung Selatan Provinsi Lampung,https://scholar.google.com/scholar?q=+intitle:'Penyusutan Berat Tubuh Broiler pada Kepadatan Keranjang yang Berbeda Selama Pengangkutan dari Kabupaten Mesuji ke Kabupaten Lampung Selatan Provinsi Lampung',Tidak ditemukan,"PROGRAM SETUDI PETERNAKAN PERTANIAN, 2021",2021,2,penyusutan berat tubuh broiler kepadatan keranjang berbeda selama pengangkutan kabupaten mesuji kabupaten lampung selatan provinsi lampung,Kota dan Permukiman Berkelanjutan
PENGENDALIAN KUTU DAUN (Aphis sp.) UNTUK MENEKAN PENYEBARAN VIRUS KERITING CABAI (PEPPER LEAF CURL VIRUS),https://scholar.google.com/scholar?q=+intitle:'PENGENDALIAN KUTU DAUN (Aphis sp.) UNTUK MENEKAN PENYEBARAN VIRUS KERITING CABAI (PEPPER LEAF CURL VIRUS)',Tidak ditemukan,,2021,0,pengendalian kutu daun aphis sp menekan penyebaran virus keriting cabai pepper leaf curl virus,Ekosistem Darat
Jenis-jenis Tumbuhan Berpotensi Invasif di Taman Nasional Way Kambas,https://scholar.google.com/scholar?q=+intitle:'Jenis-jenis Tumbuhan Berpotensi Invasif di Taman Nasional Way Kambas',Tidak ditemukan,,2021,1,jenisjenis tumbuhan berpotensi invasif taman nasional way kambas,Ekosistem Darat
Evaluasi Kekuatan Struktur Gedung Bertingkat Akibat Pengaruh Beban Gempa Menggunakan Analisis Dinamik Respon Spektrum (Studi Kasus: Rumah Susun Universitas Lampung),https://scholar.google.com/scholar?q=+intitle:'Evaluasi Kekuatan Struktur Gedung Bertingkat Akibat Pengaruh Beban Gempa Menggunakan Analisis Dinamik Respon Spektrum (Studi Kasus: Rumah Susun Universitas Lampung)',Tidak ditemukan,"Jurnal Rekayasa Sipil dan Desain 10 (4), 575-590, 2022",2022,1,evaluasi kekuatan struktur gedung bertingkat akibat pengaruh beban gempa menggunakan analisis dinamik respon spektrum studi kasus rumah susun universitas lampung,Kota dan Permukiman Berkelanjutan
Keanekaragaman jenis burung untuk pengembangan ekowisata birdwatching di hutan mangrove Pasir Sakti Lampung Timur,https://scholar.google.com/scholar?q=+intitle:'Keanekaragaman jenis burung untuk pengembangan ekowisata birdwatching di hutan mangrove Pasir Sakti Lampung Timur',Tidak ditemukan,"JOURNAL OF PEOPLE, FOREST AND ENVIRONMENT 1 (1), 21-28, 2021",2021,12,keanekaragaman jenis burung pengembangan ekowisata birdwatching hutan mangrove pasir sakti lampung timur,Ekosistem Darat
Pengetahuan Guru Pendidikana Anak Usia Dini Tentang Metode Bercakap-Cakap Pada Pembelajaran Di PAUD,https://scholar.google.com/scholar?q=+intitle:'Pengetahuan Guru Pendidikana Anak Usia Dini Tentang Metode Bercakap-Cakap Pada Pembelajaran Di PAUD',Tidak ditemukan,"FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2021",2021,2,pengetahuan guru pendidikana anak usia dini tentang metode bercakapcakap pembelajaran paud,Pendidikan Berkualitas
Pelatihan Alat Musik Serdapan Lampung pada Forum Mulei Menganai Panaragan untuk Prosesi Arak-Arakan di Kabupaten Tulang Bawang Barat,https://scholar.google.com/scholar?q=+intitle:'Pelatihan Alat Musik Serdapan Lampung pada Forum Mulei Menganai Panaragan untuk Prosesi Arak-Arakan di Kabupaten Tulang Bawang Barat',Tidak ditemukan,"Jurnal Sumbangsih 3 (1), 10-15, 2022",2022,1,pelatihan alat musik serdapan lampung forum mulei menganai panaragan prosesi arakarakan kabupaten tulang bawang barat,Pendidikan Berkualitas
Proceeding Book: HUBUNGAN PROTHROMBIN TIME (PT) DENGAN DERAJAT KEPARAHAN SEPSIS DI RSUD ABDUL MOELOEK PROVINSI LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'Proceeding Book: HUBUNGAN PROTHROMBIN TIME (PT) DENGAN DERAJAT KEPARAHAN SEPSIS DI RSUD ABDUL MOELOEK PROVINSI LAMPUNG',Tidak ditemukan,"SUMATERA SCIENTIFIC ANNUAL MEETING XI PERHIMPUNAN DOKTER SPESIALIS PATOLOGI …, 2022",2022,0,proceeding book hubungan prothrombin time pt derajat keparahan sepsis rsud abdul moeloek provinsi lampung,Kesetaraan Gender
"Perbedaan Nilai Neutrophil/Lymphocyte Ratio, Platelet/Lymphocyte Ratio, dan Monocyte/Lymhocyte Ratio berdasarkan Karakteristik Bakteri pada Diabetic Foot Infection","https://scholar.google.com/scholar?q=+intitle:'Perbedaan Nilai Neutrophil/Lymphocyte Ratio, Platelet/Lymphocyte Ratio, dan Monocyte/Lymhocyte Ratio berdasarkan Karakteristik Bakteri pada Diabetic Foot Infection'",Tidak ditemukan,"Jurnal Kedokteran Universitas Lampung 6 (1), 40-45, 2022",2022,1,perbedaan nilai neutrophillymphocyte ratio plateletlymphocyte ratio monocytelymhocyte ratio berdasarkan karakteristik bakteri diabetic foot infection,Ekosistem Darat
Bantuan Teknik Dan Sosialisasi Pembangunan Infrastruktur Jalan Di Desa Sidokerto Kecamatan Bumiratu Nuban Kabupaten Lampung Tengah,https://scholar.google.com/scholar?q=+intitle:'Bantuan Teknik Dan Sosialisasi Pembangunan Infrastruktur Jalan Di Desa Sidokerto Kecamatan Bumiratu Nuban Kabupaten Lampung Tengah',Tidak ditemukan,"Senapati, 2021",2021,2,bantuan teknik sosialisasi pembangunan infrastruktur jalan desa sidokerto kecamatan bumiratu nuban kabupaten lampung tengah,"Industri, Inovasi dan Infrastruktur"
The Role of Gut Microbiota-derived Tryptophan Metabolites in Mycobacterium tuberculosis Infection: A Mini-Review,https://scholar.google.com/scholar?q=+intitle:'The Role of Gut Microbiota-derived Tryptophan Metabolites in Mycobacterium tuberculosis Infection: A Mini-Review',Tidak ditemukan,"The International Journal of Tropical Veterinary and Biomedical Research 7 …, 2022",2022,0,the role of gut microbiotaderived tryptophan metabolites in mycobacterium tuberculosis infection a minireview,Ekosistem Darat
Petri Net Model in The Process of Submission for Customer Credit of BPR Lambang Ganda Serang,https://scholar.google.com/scholar?q=+intitle:'Petri Net Model in The Process of Submission for Customer Credit of BPR Lambang Ganda Serang',Tidak ditemukan,"BAREKENG: Jurnal Ilmu Matematika dan Terapan 15 (3), 565-574, 2021",2021,1,petri net model in the process of submission for customer credit of bpr lambang ganda serang,Konsumsi dan Produksi Bertanggung Jawab
Pengaruh Variasi Asam Sitrat Terhadap Karateristi Silika Daun Bambu Dengan Metode Leaching,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Variasi Asam Sitrat Terhadap Karateristi Silika Daun Bambu Dengan Metode Leaching',Tidak ditemukan,"Journal of Energy, Material, and Instrumentation Technology 2 (3), 51-57, 2021",2021,0,pengaruh variasi asam sitrat terhadap karateristi silika daun bambu metode leaching,Berkurangnya Kesenjangan
Successful Penile Replantation With Cavernoglandular Shunt Procedure In Urban Setting: A Case Series,https://scholar.google.com/scholar?q=+intitle:'Successful Penile Replantation With Cavernoglandular Shunt Procedure In Urban Setting: A Case Series',Tidak ditemukan,"Urology Journal 18 (05), 573-576, 2021",2021,0,successful penile replantation with cavernoglandular shunt procedure in urban setting a case series,Kota dan Permukiman Berkelanjutan
Pemanfaatan Persistent Scatterer Interferometry Synthetic Aperture Radar (PSInSAR) Untuk Mengidentifikasi Laju Deformasi Permukaan di Lapangan Panas Bumi Ulubelu,https://scholar.google.com/scholar?q=+intitle:'Pemanfaatan Persistent Scatterer Interferometry Synthetic Aperture Radar (PSInSAR) Untuk Mengidentifikasi Laju Deformasi Permukaan di Lapangan Panas Bumi Ulubelu',Tidak ditemukan,"JGISE: Journal of Geospatial Information Science and Engineering 4 (2), 86-94, 2021",2021,1,pemanfaatan persistent scatterer interferometry synthetic aperture radar psinsar mengidentifikasi laju deformasi permukaan lapangan panas bumi ulubelu,Penanganan Perubahan Iklim
Membangun Sikap Bela Negara Melalui Implementasi Mata Kuliah Pengembangan Karakter Dan Wawasan Kebangsaan Di Perguruan Tinggi,https://scholar.google.com/scholar?q=+intitle:'Membangun Sikap Bela Negara Melalui Implementasi Mata Kuliah Pengembangan Karakter Dan Wawasan Kebangsaan Di Perguruan Tinggi',Tidak ditemukan,"Seminar Nasional Virtual Pendidikan Kewarganegaraan 2021 ""Respons Pendidikan …",2021,0,membangun sikap bela negara melalui implementasi mata kuliah pengembangan karakter wawasan kebangsaan perguruan tinggi,Pendidikan Berkualitas
Screening of Amylolitic Potential Thermophilic Bacteria From Way Belerang Hot Spring Kalianda Lampung Selatan,https://scholar.google.com/scholar?q=+intitle:'Screening of Amylolitic Potential Thermophilic Bacteria From Way Belerang Hot Spring Kalianda Lampung Selatan',Tidak ditemukan,"Journal of Aquatropica Asia 6 (1), 1-7, 2021",2021,1,screening of amylolitic potential thermophilic bacteria from way belerang hot spring kalianda lampung selatan,Ekosistem Darat
PENGARUH SISTEM OLAH TANAH DAN RESIDU PEMUPUKAN N JANGKA PANJANG TERHADAP LAJU RESPIRASI TANAH PADA PERTANAMAN KACANG TUNGGAK (Vigna unguiculata (L.) DI POLITEKNIK NEGERI …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH SISTEM OLAH TANAH DAN RESIDU PEMUPUKAN N JANGKA PANJANG TERHADAP LAJU RESPIRASI TANAH PADA PERTANAMAN KACANG TUNGGAK (Vigna unguiculata (L.) DI POLITEKNIK NEGERI …',Tidak ditemukan,"Jurnal Agrotek Tropika 9 (3), 413-422",2021,0,pengaruh sistem olah tanah residu pemupukan n jangka panjang terhadap laju respirasi tanah pertanaman kacang tunggak vigna unguiculata l politeknik negeri,Air Bersih dan Sanitasi Layak
Sesaji As A Performance Ritual Of Indonesian Dance: Cultural Expression In Early Children Education,https://scholar.google.com/scholar?q=+intitle:'Sesaji As A Performance Ritual Of Indonesian Dance: Cultural Expression In Early Children Education',Tidak ditemukan,"INTERNATIONAL JOURNAL OF SCIENTIFIC & TECHNOLOGY RESEARCH 10 (02), 193-197, 2021",2021,2,sesaji as a performance ritual of indonesian dance cultural expression in early children education,Pendidikan Berkualitas
Hubungan Pendampingan OrangTua dalam Pembelajaran Daring dengan Hasil Belajar Tematik Peserta Didik Kelas V,https://scholar.google.com/scholar?q=+intitle:'Hubungan Pendampingan OrangTua dalam Pembelajaran Daring dengan Hasil Belajar Tematik Peserta Didik Kelas V',Tidak ditemukan,"DIDAKTIKA TAUHIDIJURNAL PENDIDIKAN GURU SEKOLAH DASAR 8 (2), 105-114, 2021",2021,0,hubungan pendampingan orangtua pembelajaran daring hasil belajar tematik peserta didik kelas v,Pendidikan Berkualitas
APPLICABILITY OF TANAKA JOHNSTON METHOD ON PAKISTANI POPULATION.,https://scholar.google.com/scholar?q=+intitle:'APPLICABILITY OF TANAKA JOHNSTON METHOD ON PAKISTANI POPULATION.',Tidak ditemukan,"Pakistan Journal of Science 73 (1), 2021",2021,0,applicability of tanaka johnston method on pakistani population,Kesehatan dan Kesejahteraan
Budaya Organisasi dan Akademik sebagai Suatu Legacy: Tiga Periode Kepemimpinan Universitas Lampung 1998-2019,https://scholar.google.com/scholar?q=+intitle:'Budaya Organisasi dan Akademik sebagai Suatu Legacy: Tiga Periode Kepemimpinan Universitas Lampung 1998-2019',Tidak ditemukan,"Yayasan Petualang Literasi, 2021",2021,1,budaya organisasi akademik suatu legacy tiga periode kepemimpinan universitas lampung 19982019,Pendidikan Berkualitas
