Title,URL,Creator,Journal,Year,Citations
STUDY FROM HOME (SFH) BERBASIS DARING PADA MASA PANDEMI COVID-19,https://scholar.google.com/scholar?q=+intitle:'STUDY FROM HOME (SFH) BERBASIS DARING PADA MASA PANDEMI COVID-19',Tidak ditemukan,,2021,0
PENGARUH PENGGUNAAN MODEL COOPERATIVE LEARNING TIPE JIGSAW BERBANTU PAMFLET TERHADAP HASIL BELAJAR IPS TERPADU PESERTA DIDIK KELAS VIII MTs AN-NUR PELOPOR BANDAR JAYA TAHUN …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PENGGUNAAN MODEL COOPERATIVE LEARNING TIPE JIGSAW BERBANTU PAMFLET TERHADAP HASIL BELAJAR IPS TERPADU PESERTA DIDIK KELAS VIII MTs AN-NUR PELOPOR BANDAR JAYA TAHUN …',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 1 (2), 146-152",2021,0
PENGARUH PENGGUNAAN LEMBAR KERJA PESERTA DIDIK BERBANTU MODEL COOPERATIVE TYPE SCRAMBLE TERHADAP HASIL BELAJAR MATA PELAJARAN EKONOMI KELAS X SEMESTER GANJIL SMA NEGERI 1 …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PENGGUNAAN LEMBAR KERJA PESERTA DIDIK BERBANTU MODEL COOPERATIVE TYPE SCRAMBLE TERHADAP HASIL BELAJAR MATA PELAJARAN EKONOMI KELAS X SEMESTER GANJIL SMA NEGERI 1 …',Tidak ditemukan,EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 1 (2),2021,0
PENGEMBANGAN APLIKASI ANDROID BERBANTU SOFTWARE ISPRING SUITE SEBAGAI MEDIA PEMBELAJARAN EKONOMI MADRASAH ALIYAH MA’ARIF 9 KOTAGAJAH TAHUN PELAJARAN 2018/2019,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN APLIKASI ANDROID BERBANTU SOFTWARE ISPRING SUITE SEBAGAI MEDIA PEMBELAJARAN EKONOMI MADRASAH ALIYAH MA’ARIF 9 KOTAGAJAH TAHUN PELAJARAN 2018/2019',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 1 (2), 175-187, 2021",2021,1
PENGARUH MODEL CONTEXTUAL TEACHING AND LEARNING (CTL) BERBANTU WORD SQUARE TERHADAP HASIL BELAJAR EKONOMI PESERTA DIDIK KELAS X SMA MUHAMMADIYAH 1 BANDAR SRIBHAWONO TAHUN …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH MODEL CONTEXTUAL TEACHING AND LEARNING (CTL) BERBANTU WORD SQUARE TERHADAP HASIL BELAJAR EKONOMI PESERTA DIDIK KELAS X SMA MUHAMMADIYAH 1 BANDAR SRIBHAWONO TAHUN …',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 1 (2), 100-107",2021,0
UPAYA MENINGKATKAN KEMAMPUAN BERPIKIR KRITIS PESERTA DIDIK DENGAN STRATEGI PEMBELAJARAN BERBASIS MASALAH PADA MATA PELAJARAN IPS KELAS VII MTS BANDAR AGUNG LAMPUNG TIMUR TAHUN …,https://scholar.google.com/scholar?q=+intitle:'UPAYA MENINGKATKAN KEMAMPUAN BERPIKIR KRITIS PESERTA DIDIK DENGAN STRATEGI PEMBELAJARAN BERBASIS MASALAH PADA MATA PELAJARAN IPS KELAS VII MTS BANDAR AGUNG LAMPUNG TIMUR TAHUN …',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 2 (1), 1-10, 2021",2021,2
PENGEMBANGAN VIDEOSCRIBE TERINTEGRASI NILAI KEISLAMAN SEBAGAI MEDIA PEMBELAJARAN KELAS X SMA NEGERI 1 BANDAR SRIBAWONO,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN VIDEOSCRIBE TERINTEGRASI NILAI KEISLAMAN SEBAGAI MEDIA PEMBELAJARAN KELAS X SMA NEGERI 1 BANDAR SRIBAWONO',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 2 (1), 11-20, 2021",2021,0
Pengembangan E-comic Berbasis Android Sebagai Media Pembelajaran Kelas Xl SMA Paramarta 1 Seputih Banyak Lampung Tengah,https://scholar.google.com/scholar?q=+intitle:'Pengembangan E-comic Berbasis Android Sebagai Media Pembelajaran Kelas Xl SMA Paramarta 1 Seputih Banyak Lampung Tengah',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 2 (1), 49-58, 2021",2021,7
PENGARUH PENGGUNAAN MODEL COOPERATIVE LEARNING TIPE JIGSAW BERBANTU PAMFLET TERHADAP HASIL BELAJAR IPS TERPADU PESERTA DIDIK KELAS VIII MTs AN-NUR PELOPOR BANDAR JAYA TAHUN …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PENGGUNAAN MODEL COOPERATIVE LEARNING TIPE JIGSAW BERBANTU PAMFLET TERHADAP HASIL BELAJAR IPS TERPADU PESERTA DIDIK KELAS VIII MTs AN-NUR PELOPOR BANDAR JAYA TAHUN …',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 1 (2), 146-152, 2021",2021,0
PENGARUH MODEL CONTEXTUAL TEACHING AND LEARNING (CTL) BERBANTU WORD SQUARE TERHADAP HASIL BELAJAR EKONOMI PESERTA DIDIK KELAS X SMA MUHAMMADIYAH 1 BANDAR SRIBHAWONO TAHUN …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH MODEL CONTEXTUAL TEACHING AND LEARNING (CTL) BERBANTU WORD SQUARE TERHADAP HASIL BELAJAR EKONOMI PESERTA DIDIK KELAS X SMA MUHAMMADIYAH 1 BANDAR SRIBHAWONO TAHUN …',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 1 (2), 100-107, 2021",2021,0
PENGARUH INSENTIF PENJUALAN MOTOR HONDA N-MAX TERHADAP PRESTASI KERJA KARYAWAN DI PT. ADIRA FINANCE KOTA METRO,https://scholar.google.com/scholar?q=+intitle:'PENGARUH INSENTIF PENJUALAN MOTOR HONDA N-MAX TERHADAP PRESTASI KERJA KARYAWAN DI PT. ADIRA FINANCE KOTA METRO',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 2 (1), 29-38, 2021",2021,0
"Pengaruh Penggunaan Model Pembelajaran Air (Auditory, Intellectualy, Repetition) Berbantu Question Card Terhadap Hasil Belajar Ips Terpadu","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Penggunaan Model Pembelajaran Air (Auditory, Intellectualy, Repetition) Berbantu Question Card Terhadap Hasil Belajar Ips Terpadu'",Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 2 (1), 39-48, 2021",2021,3
PENGARUH PENGGUNAAN LEMBAR KERJA PESERTA DIDIK BERBANTU MODEL COOPERATIVE TYPE SCRAMBLE TERHADAP HASIL BELAJAR MATA PELAJARAN EKONOMI KELAS X SEMESTER GANJIL SMA NEGERI 1 …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PENGGUNAAN LEMBAR KERJA PESERTA DIDIK BERBANTU MODEL COOPERATIVE TYPE SCRAMBLE TERHADAP HASIL BELAJAR MATA PELAJARAN EKONOMI KELAS X SEMESTER GANJIL SMA NEGERI 1 …',Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 1 (2), 2021",2021,0
"PENGEMBANGAN MODUL EKONOMI BERBASIS METODE SQ3R (SURVEY, QUESTION, READ, RECITE, REVIEW) PADA PESERTA DIDIK KELAS X SMA NEGERI 2 SEKAMPUNG","https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN MODUL EKONOMI BERBASIS METODE SQ3R (SURVEY, QUESTION, READ, RECITE, REVIEW) PADA PESERTA DIDIK KELAS X SMA NEGERI 2 SEKAMPUNG'",Tidak ditemukan,"EDUNOMIA: Jurnal Ilmiah Pendidikan Ekonomi 2 (1), 67-78, 2021",2021,0
Design and performance analysis of 1KW ORC turboexpander with R245fa as working fluid,https://scholar.google.com/scholar?q=+intitle:'Design and performance analysis of 1KW ORC turboexpander with R245fa as working fluid',Tidak ditemukan,"IOP Conference Series: Materials Science and Engineering 1109 (1), 012049, 2021",2021,3
Kajian Numerik Karakteristik Perpindahan Panas Konveksi Fluida Organik Pada Kondisi Tekanan Superkritis,https://scholar.google.com/scholar?q=+intitle:'Kajian Numerik Karakteristik Perpindahan Panas Konveksi Fluida Organik Pada Kondisi Tekanan Superkritis',Tidak ditemukan,"LPPM Universitas Lampung, 2021",2021,0
Preparation of Hollow Nanostructures via Various Methods and Their Applications,https://scholar.google.com/scholar?q=+intitle:'Preparation of Hollow Nanostructures via Various Methods and Their Applications',Tidak ditemukan,"Novel Nanomaterials, 2021",2021,6
Preparation and Characterization of LaCr0. 99Fe0. 01O3 Nanomaterial,https://scholar.google.com/scholar?q=+intitle:'Preparation and Characterization of LaCr0. 99Fe0. 01O3 Nanomaterial',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012087, 2021",2021,3
Comparative study of Cladophora sp. cellulose by using FTIR and XRD,https://scholar.google.com/scholar?q=+intitle:'Comparative study of Cladophora sp. cellulose by using FTIR and XRD',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012075, 2021",2021,44
The effect of Vanadium dopant on Bandgap Energy of Ni1-xVxFe2O4 nanospinel,https://scholar.google.com/scholar?q=+intitle:'The effect of Vanadium dopant on Bandgap Energy of Ni1-xVxFe2O4 nanospinel',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012104, 2021",2021,7
Effect of calcination temperature on silica-asphalt composite properties using amorphous rice husk silica,https://scholar.google.com/scholar?q=+intitle:'Effect of calcination temperature on silica-asphalt composite properties using amorphous rice husk silica',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012071, 2021",2021,3
Aj Csian Ournalof Hemistry Aj Csian Ournalof Hemistry,https://scholar.google.com/scholar?q=+intitle:'Aj Csian Ournalof Hemistry Aj Csian Ournalof Hemistry',Tidak ditemukan,"Asian Journal of Chemistry 33 (8), 1849-1854, 2021",2021,1
Highly Efficient Pb(II) and Cd (II) Ions Removal using Nanostructured Magnesium Hydroxide Prepared from Seawater Bittern by Electrochemical Method,https://scholar.google.com/scholar?q=+intitle:'Highly Efficient Pb(II) and Cd (II) Ions Removal using Nanostructured Magnesium Hydroxide Prepared from Seawater Bittern by Electrochemical Method',Tidak ditemukan,"Colloids and Surfaces A: Physicochemical and Engineering Aspects 631, 127687, 2021",2021,22
We would like to acknowledge all of those who have supported the 3,https://scholar.google.com/scholar?q=+intitle:'We would like to acknowledge all of those who have supported the 3',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (England), 011001, 2021",2021,0
Pengaruh Seleksi Fitur Citra Terhadap Klasifikasi Tingkat Kesegaran Daging Sapi Lokal,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Seleksi Fitur Citra Terhadap Klasifikasi Tingkat Kesegaran Daging Sapi Lokal',Tidak ditemukan,"Jurnal Teknik Pertanian Lampung 10 (1), 85-95, 2021",2021,6
Sosialisasi penerimaan mahasiswa baru unila dalam kondisi pandemi covid-19,https://scholar.google.com/scholar?q=+intitle:'Sosialisasi penerimaan mahasiswa baru unila dalam kondisi pandemi covid-19',Tidak ditemukan,"Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan 5 (1), 73-78, 2021",2021,4
The effect of image feature selection on the local beef freshness level classification.,https://scholar.google.com/scholar?q=+intitle:'The effect of image feature selection on the local beef freshness level classification.',Tidak ditemukan,,2021,1
Pemanfaatan Computer Assisted Test sebagai alternatif Ujian Akhir Perkuliahan di era Pandemi,https://scholar.google.com/scholar?q=+intitle:'Pemanfaatan Computer Assisted Test sebagai alternatif Ujian Akhir Perkuliahan di era Pandemi',Tidak ditemukan,"Electrician: Jurnal Rekayasa dan Teknologi Elektro 15 (2), 142-145, 2021",2021,2
Peer Review Pemanfaatan Computer Assisted Test sebagai alternatif Ujian Akhir Perkuliahan di era Pandemi,https://scholar.google.com/scholar?q=+intitle:'Peer Review Pemanfaatan Computer Assisted Test sebagai alternatif Ujian Akhir Perkuliahan di era Pandemi',Tidak ditemukan,"Department of Electrical Engineering, Faculty of Engineering, Universitas …, 2021",2021,0
The Effect Of Image Feature Selection On The Local Beef,https://scholar.google.com/scholar?q=+intitle:'The Effect Of Image Feature Selection On The Local Beef',Tidak ditemukan,"Jurnal Teknik Pertanian Lampung 10 (1), 85-95, 2021",2021,2
AUGMENTED REALITY BERBASIS IMAGE MARKER TRACKING UNTUK SISTEM PENGENALAN BUKU DI PERPUSTAKAAN,https://scholar.google.com/scholar?q=+intitle:'AUGMENTED REALITY BERBASIS IMAGE MARKER TRACKING UNTUK SISTEM PENGENALAN BUKU DI PERPUSTAKAAN',Tidak ditemukan,"Jurnal Profesi Insinyur Universitas Lampung 2 (2), 30-35, 2021",2021,5
PENGARUH SELEKSI FITUR CITRA TERHADAP KLASIFIKASI TINGKAT KESEGARAN DAGING SAPI LOKAL THE EFFECT OF IMAGE FEATURE SELECTION ON THE LOCAL BEEF FRESHNESS LEVEL CLASSIFICATION,https://scholar.google.com/scholar?q=+intitle:'PENGARUH SELEKSI FITUR CITRA TERHADAP KLASIFIKASI TINGKAT KESEGARAN DAGING SAPI LOKAL THE EFFECT OF IMAGE FEATURE SELECTION ON THE LOCAL BEEF FRESHNESS LEVEL CLASSIFICATION',Tidak ditemukan,"Jurnal Teknik Pertanian Lampung Vol 10 (1), 85-95, 2021",2021,5
"The growth of yeast and fungi, the formation of β-glucan, and the antibacterial activities during soybean fermentation in producing tempeh","https://scholar.google.com/scholar?q=+intitle:'The growth of yeast and fungi, the formation of β-glucan, and the antibacterial activities during soybean fermentation in producing tempeh'",Tidak ditemukan,"International Journal of Food Science 1, 2021",2021,24
Quality and shelf life of white shrimp (Litopenaeus vannamei) processed with high-pressure carbon dioxide (hpcd) at subcritical and supercritical states,https://scholar.google.com/scholar?q=+intitle:'Quality and shelf life of white shrimp (Litopenaeus vannamei) processed with high-pressure carbon dioxide (hpcd) at subcritical and supercritical states',Tidak ditemukan,"Journal of Food Quality 2021, 1-13, 2021",2021,11
"SOSIALISASI DAN PELATIHAN KETERAMPILAN MEMILIH PRODUK PANGAN YANG SEHAT, AMAN DAN HALAL BAGI PARA PELAJAR DAN GURU SMP DI KECAMATAN TRIMURJO-LAMPUNG TENGAH","https://scholar.google.com/scholar?q=+intitle:'SOSIALISASI DAN PELATIHAN KETERAMPILAN MEMILIH PRODUK PANGAN YANG SEHAT, AMAN DAN HALAL BAGI PARA PELAJAR DAN GURU SMP DI KECAMATAN TRIMURJO-LAMPUNG TENGAH'",Tidak ditemukan,"LPPM Unila, 2021",2021,0
Research Article Quality and Shelf Life of White Shrimp (Litopenaeus vannamei) Processed with High-Pressure Carbon Dioxide (HPCD) at Subcritical and Supercritical States,https://scholar.google.com/scholar?q=+intitle:'Research Article Quality and Shelf Life of White Shrimp (Litopenaeus vannamei) Processed with High-Pressure Carbon Dioxide (HPCD) at Subcritical and Supercritical States',Tidak ditemukan,,2021,0
"Efek penambahan Saccharomyces cerevisiae dalam fermentasi terhadap pertumbuhan mikroba, kandungan β-glukan dan mutu tempe","https://scholar.google.com/scholar?q=+intitle:'Efek penambahan Saccharomyces cerevisiae dalam fermentasi terhadap pertumbuhan mikroba, kandungan β-glukan dan mutu tempe'",Tidak ditemukan,"FAKULTAS PERTANIAN, 2021",2021,2
"Murhadi., and Hasanudin, U. 2021. The Growth of Yeast and Fungi, the Formation of ß-glucan, and the Antibacterial Activities during Soybean Fermentation in Producting Tempeh","https://scholar.google.com/scholar?q=+intitle:'Murhadi., and Hasanudin, U. 2021. The Growth of Yeast and Fungi, the Formation of ß-glucan, and the Antibacterial Activities during Soybean Fermentation in Producting Tempeh'",Tidak ditemukan,"International Journal of Food Science, 1-8, 2021",2021,5
"Murhadi, & Hasanudin, U.(2021). The growth of yeast and fungi, the formation of ?-glucan, and the antibacterial activities during soybean fermentation in producing tempeh","https://scholar.google.com/scholar?q=+intitle:'Murhadi, & Hasanudin, U.(2021). The growth of yeast and fungi, the formation of ?-glucan, and the antibacterial activities during soybean fermentation in producing tempeh'",Tidak ditemukan,"International Journal of Food Science, 2021",2021,9
Quality and Shelf Life of White Shrimp (Litopenaeus vannamei) Processed with High‐Pressure Carbon Dioxide (HPCD) at Subcritical and Supercritical States,https://scholar.google.com/scholar?q=+intitle:'Quality and Shelf Life of White Shrimp (Litopenaeus vannamei) Processed with High‐Pressure Carbon Dioxide (HPCD) at Subcritical and Supercritical States',Tidak ditemukan,"Journal of Food Quality 2021 (1), 6649583, 2021",2021,14
Solution of the reverse flow reactor model using homotopy analysis method,https://scholar.google.com/scholar?q=+intitle:'Solution of the reverse flow reactor model using homotopy analysis method',Tidak ditemukan,"IIUM Engineering Journal 22 (1), 129-137, 2021",2021,4
Determining the Number of Disconnected Vertices Labeled Graphs of Order Six with the Maximum Number Twenty Parallel Edges and Containing No Loops,https://scholar.google.com/scholar?q=+intitle:'Determining the Number of Disconnected Vertices Labeled Graphs of Order Six with the Maximum Number Twenty Parallel Edges and Containing No Loops',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012024, 2021",2021,4
The Formula to Count the Number of Vertices Labeled Order Six Connected Graphs with Maximum Thirty Edges without Loops,https://scholar.google.com/scholar?q=+intitle:'The Formula to Count the Number of Vertices Labeled Order Six Connected Graphs with Maximum Thirty Edges without Loops',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012023, 2021",2021,4
A new digital image steganography based on center embedded pixel positioning,https://scholar.google.com/scholar?q=+intitle:'A new digital image steganography based on center embedded pixel positioning',Tidak ditemukan,"Cybernetics and Information Technologies 21 (2), 89-104, 2021",2021,27
Determining The Number of Connected Vertex Labeled Graphs of Order Seven without Loops by Observing The Patterns of Formula for Lower Order Graphs with Similar Property,https://scholar.google.com/scholar?q=+intitle:'Determining The Number of Connected Vertex Labeled Graphs of Order Seven without Loops by Observing The Patterns of Formula for Lower Order Graphs with Similar Property',Tidak ditemukan,"Science and Technology Indonesia 6 (4), 328-336, 2021",2021,4
The relationship of the formulas for the number of connected vertexes labeled graphs with order five and order six without loops,https://scholar.google.com/scholar?q=+intitle:'The relationship of the formulas for the number of connected vertexes labeled graphs with order five and order six without loops',Tidak ditemukan,"Desimal: Jurnal Matematika 4 (3), 357-364, 2021",2021,0
KARAKTERISTIK GRAF BERLABEL TITIK ORDE LIMA DAN ENAM DALAM PENENTUAN BANYAKNYA GRAF TERHUBUNG BERLABEL TITIK TANPA LOOP ORDE LIMA DAN ENAM,https://scholar.google.com/scholar?q=+intitle:'KARAKTERISTIK GRAF BERLABEL TITIK ORDE LIMA DAN ENAM DALAM PENENTUAN BANYAKNYA GRAF TERHUBUNG BERLABEL TITIK TANPA LOOP ORDE LIMA DAN ENAM',Tidak ditemukan,"LPPM Universitas Lampung, 2021",2021,0
PELATIHAN APLIKASI MATHEMATICA® BAGI GURU SEKOLAH MENENGAH DI BANDAR LAMPUNG GUNA MENINGKATKAN HASIL BELAJAR METODE DALAM JARINGAN PADA PEMBELAJARAN STEM,https://scholar.google.com/scholar?q=+intitle:'PELATIHAN APLIKASI MATHEMATICA® BAGI GURU SEKOLAH MENENGAH DI BANDAR LAMPUNG GUNA MENINGKATKAN HASIL BELAJAR METODE DALAM JARINGAN PADA PEMBELAJARAN STEM',Tidak ditemukan,"LPPM Universitas Lampung, 2021",2021,0
Calculating the Number of vertices Labeled Order Six Disconnected Graphs which Contain Maximum Seven Loops and Even Number of Non-loop Edges Without Parallel Edges,https://scholar.google.com/scholar?q=+intitle:'Calculating the Number of vertices Labeled Order Six Disconnected Graphs which Contain Maximum Seven Loops and Even Number of Non-loop Edges Without Parallel Edges',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012026, 2021",2021,1
The relationship of the formulas for the number of connected vertices labeled graphs with order five and order six without loops,https://scholar.google.com/scholar?q=+intitle:'The relationship of the formulas for the number of connected vertices labeled graphs with order five and order six without loops',Tidak ditemukan,"Desimal: Jurnal Matematika 4 (3), 357-364, 2021",2021,1
Penentuan Banyaknya Graf Tak Terhubung Berlabel Titik Berorde Tujuh Tanpa Loop Loop,https://scholar.google.com/scholar?q=+intitle:'Penentuan Banyaknya Graf Tak Terhubung Berlabel Titik Berorde Tujuh Tanpa Loop Loop',Tidak ditemukan,"Jurnal Siger Matematika, 77-89, 2021",2021,1
PENENTUAN BANYAKNYA GRAF TERHUBUNG BERLABEL TITIK BERORDER TUJUH,https://scholar.google.com/scholar?q=+intitle:'PENENTUAN BANYAKNYA GRAF TERHUBUNG BERLABEL TITIK BERORDER TUJUH',Tidak ditemukan,"LPPM Universitas Lampung, 2021",2021,0
POLA RUMUS BANYAKNYA GRAF TERHUBUNG BERLABEL TITIK TANPA LOOP BERORDE LIMA DAN ENAM DAN HUBUNGANNYA DENGAN PENENTUAN RUMUS GRAF TERHUBUNG ORDE TUJUH TANPA LOOP,https://scholar.google.com/scholar?q=+intitle:'POLA RUMUS BANYAKNYA GRAF TERHUBUNG BERLABEL TITIK TANPA LOOP BERORDE LIMA DAN ENAM DAN HUBUNGANNYA DENGAN PENENTUAN RUMUS GRAF TERHUBUNG ORDE TUJUH TANPA LOOP',Tidak ditemukan,,2021,0
Hasil cek similaritas' Determining the Number of Disconnected Vertices Labeled Graphs of Order Six with the Maximum Number Twenty Parallel Edges and Containing No Loops',https://scholar.google.com/scholar?q=+intitle:'Hasil cek similaritas' Determining the Number of Disconnected Vertices Labeled Graphs of Order Six with the Maximum Number Twenty Parallel Edges and Containing No Loops'',Tidak ditemukan,"IOP Publishing, 2021",2021,0
Wamiliana,https://scholar.google.com/scholar?q=+intitle:'Wamiliana',Tidak ditemukan,"Usman, M., Amanto., Ansori, M., Antoni, Y, 2-7, 2021",2021,4
"b NB Pamungkasa, Wamiliana (2020): Comparison of Least significant bit, Pixel value differencing, and modulus function on steganography to measure image Quality, Storage …","https://scholar.google.com/scholar?q=+intitle:'b NB Pamungkasa, Wamiliana (2020): Comparison of Least significant bit, Pixel value differencing, and modulus function on steganography to measure image Quality, Storage …'",Tidak ditemukan,"Journal of Physics: Conference Series, 2021",2021,0
"A. Faisol, KS Dewi. 2021. Determining the Number of Disconnected Vertices Labeled Graphs of Order Six with the Maximum Number Twenty Parallel Edges and Containing No Loops","https://scholar.google.com/scholar?q=+intitle:'A. Faisol, KS Dewi. 2021. Determining the Number of Disconnected Vertices Labeled Graphs of Order Six with the Maximum Number Twenty Parallel Edges and Containing No Loops'",Tidak ditemukan,"Journal of Physics: Conference Series 1751, 012024, 2021",2021,2
Prediction of body weight based on body measurements in female Saburai goat,https://scholar.google.com/scholar?q=+intitle:'Prediction of body weight based on body measurements in female Saburai goat',Tidak ditemukan,"Biodiversitas Journal of Biological Diversity 22 (3), 2021",2021,39
"Estimasi Nilai Ripitabilitas Bobot Sapih dan Most Probable Producing Ability Kambing Saburai Betina di Kecamatan Sumberejo, Gisting, dan Kota Agung Timur Kabupaten Tanggamus","https://scholar.google.com/scholar?q=+intitle:'Estimasi Nilai Ripitabilitas Bobot Sapih dan Most Probable Producing Ability Kambing Saburai Betina di Kecamatan Sumberejo, Gisting, dan Kota Agung Timur Kabupaten Tanggamus'",Tidak ditemukan,"Jurnal Riset dan Inovasi Peternakan (Journal of Research and Innovation of …, 2021",2021,3
"Quantitative characteristics of weaned Saburai goats in Tanggamus Regency, Lampung Province","https://scholar.google.com/scholar?q=+intitle:'Quantitative characteristics of weaned Saburai goats in Tanggamus Regency, Lampung Province'",Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 788 (1), 012012, 2021",2021,1
"ANALISIS KORELASI DAN REGRESI ANTARA UKURAN-UKURAN TUBUH DENGAN BOBOT BADAN SAPI BRAHMAN CROSS (BX) BETINA DI KPT MAJU SEJAHTERA DESA TRIMULYO, KECAMATAN TANJUNG BINTANG …","https://scholar.google.com/scholar?q=+intitle:'ANALISIS KORELASI DAN REGRESI ANTARA UKURAN-UKURAN TUBUH DENGAN BOBOT BADAN SAPI BRAHMAN CROSS (BX) BETINA DI KPT MAJU SEJAHTERA DESA TRIMULYO, KECAMATAN TANJUNG BINTANG …'",Tidak ditemukan,Jurnal Riset dan Inovasi Peternakan (Journal of Research and Innovation of …,2021,0
STUDENTS'ABILITY TO SOLVE RANDOM CHANGE PROBLEMS AND DISTRIBUTION OF OPPORTUNITIES IN THE ERA OF COVID-19,https://scholar.google.com/scholar?q=+intitle:'STUDENTS'ABILITY TO SOLVE RANDOM CHANGE PROBLEMS AND DISTRIBUTION OF OPPORTUNITIES IN THE ERA OF COVID-19',Tidak ditemukan,"Jurnal Pendidikan 22 (1), 12-24, 2021",2021,0
Predicting body weight based on body measurements at different ages and sex in Saburai goat,https://scholar.google.com/scholar?q=+intitle:'Predicting body weight based on body measurements at different ages and sex in Saburai goat',Tidak ditemukan,"Adv. Anim. Vet. Sci 9 (11), 1791-1799, 2021",2021,13
"Use of body measurements to predict live body weight of Simmental bull in Lembang Artificial Insemination Center, West Java","https://scholar.google.com/scholar?q=+intitle:'Use of body measurements to predict live body weight of Simmental bull in Lembang Artificial Insemination Center, West Java'",Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 888 (1), 012030, 2021",2021,9
"PERBANDINGAN NILAI INDEKS PRODUKTIVITAS INDUK KAMBING SABURAI DAN KAMBING PERANAKAN ETAWA PADA BOBOT SAPIH DI UNIT PELAKSANAAN TEKNIS DAERAH NEGERI SAKTI, PROVINSI LAMPUNG","https://scholar.google.com/scholar?q=+intitle:'PERBANDINGAN NILAI INDEKS PRODUKTIVITAS INDUK KAMBING SABURAI DAN KAMBING PERANAKAN ETAWA PADA BOBOT SAPIH DI UNIT PELAKSANAAN TEKNIS DAERAH NEGERI SAKTI, PROVINSI LAMPUNG'",Tidak ditemukan,"Jurnal Riset dan Inovasi Peternakan (Journal of Research and Innovation of …, 2021",2021,0
"Analisis korelasi dan regresi antara ukuran-ukuran tubuh dengan bobot badan sapi Brahman cross (BX) betina di KPT maju sejahtera desa Trimulyo, kecamatan Tanjung Bintang …","https://scholar.google.com/scholar?q=+intitle:'Analisis korelasi dan regresi antara ukuran-ukuran tubuh dengan bobot badan sapi Brahman cross (BX) betina di KPT maju sejahtera desa Trimulyo, kecamatan Tanjung Bintang …'",Tidak ditemukan,"Jurnal Riset Dan Inovasi Peternakan (Journal of Research and Innovation of …, 2021",2021,12
"Korelasi dan regresi antara bobot badan, lingkar skrotum, dan volume semen sapi Limousin di Balai Inseminasi Buatan Lembang, Jawa Barat","https://scholar.google.com/scholar?q=+intitle:'Korelasi dan regresi antara bobot badan, lingkar skrotum, dan volume semen sapi Limousin di Balai Inseminasi Buatan Lembang, Jawa Barat'",Tidak ditemukan,"Jurnal Ilmu Ternak Universitas Padjadjaran 21 (2), 109-116, 2021",2021,4
NILAI INDEKS PRODUKTIVITAS INDUK SAPI BRAHMAN CROSS DI KOPERASI PRODUKSI TERNAK MAJU SEJAHTERA KECAMATAN TANJUNG SARI KABUPATEN LAMPUNG SELATAN,https://scholar.google.com/scholar?q=+intitle:'NILAI INDEKS PRODUKTIVITAS INDUK SAPI BRAHMAN CROSS DI KOPERASI PRODUKSI TERNAK MAJU SEJAHTERA KECAMATAN TANJUNG SARI KABUPATEN LAMPUNG SELATAN',Tidak ditemukan,"FAKULTAS PERTANIAN, 2021",2021,0
